Murder and Assault,Kidnapping and Abduction,Sexual Assault,Theft and Burglary,Riots,Accident Prone Areas
27.166345088063565 78.00235856179141,,,,27.201395271183983 78.00135700079353,27.19412171246655 77.95133931739717
27.215734813673254 78.01901974224076,,,,27.21090981991596 77.99999164978864,27.130709521973465 78.04021370405768
27.20284099170795 78.01950519638135,,,,27.16907943572528 78.02043420454643,27.174261053644873 78.01049455306695
27.166687272471354 78.00667546368346,,,,27.12002616137948 77.99976262235553,27.113944121147664 78.01156985148359
27.239498133051825 77.98653583509336,,,,27.23300153704388 77.88821026060752,27.181807385117967 77.97560603905441
27.186597066275613 77.9792025069227,,,,27.155758197485365 77.96923626681382,27.223657946708453 77.92180405625201
27.214153763699017 78.04773921191945,,,,27.166692796914866 78.01588427866848,27.25045123442619 78.03202835830977
27.233550721518803 77.94382478121287,,,,27.205486359989262 77.91789151243194,27.193780604224493 78.06057704205311
27.22160230767301 77.96471807599269,,,,27.16085273251408 78.01618484264863,27.228838102422635 78.05177263742979
27.14893037611425 78.03805601021548,,,,27.155731170160262 78.0352036104777,27.13672741150157 78.03186821959743
27.181619637508025 78.05670333739197,,,,27.17090499855572 78.0524664310824,27.156727554461128 78.07312550844928
27.183491350409938 78.06518802234702,,,,27.14372148217685 78.02773231084157,27.223185511009163 78.0248415960186
27.17365950006336 77.94836180243065,,,,27.207044695483667 78.03598118205596,27.241344772579478 77.95205003519985
27.16185171951846 77.97539047651622,,,,27.19613216861421 77.9929130210076,27.198468519003924 77.93854840266341
27.18079255012108 77.98621594937181,,,,27.19465798852828 77.95243258744503,27.156503974712596 78.01292436213934
27.1717513689226 78.02474895773837,,,,27.187724565330818 78.06303802935038,27.229597443626854 77.96331212209974
27.1381929099609 77.98169879770366,,,,27.19049551104642 77.92689155806211,27.194179595314043 78.01479296370911
27.209056093944525 78.0024263913857,,,,27.207593277052997 77.9935827180401,27.14903129118718 77.972568521468
27.2211785009643 77.90057255074233,,,,27.141434329519633 77.9841331081885,27.146626272919484 78.07132219868635
27.206842230515228 77.9859302649061,,,,27.17086362893252 77.99642597012979,27.212579483388637 77.94027426870562
27.200093833907406 77.93139463252906,,,,27.13891054674346 77.9757017904759,27.149222725098728 77.99551572622735
27.143531091179398 78.00607291758956,,,,27.18674235382663 77.99742384871456,27.156890101410752 77.98855781027844
27.23620533557031 77.92010523801824,,,,27.21496049733838 77.9637702361568,27.114867707928006 77.99777405078723
27.231389740577278 78.03447654077698,,,,27.249943631877933 78.04147628099554,27.218645352640948 78.05381658678048
27.225882021871683 77.9823381130283,,,,27.231646872717914 78.00738470544421,27.195430853243167 77.96759351743343
27.22913720637626 78.04346298027548,,,,27.170535557165397 78.03145370048672,27.22540764591176 77.95165107511303
27.224791735685972 78.03592948494567,,,,27.236012762257324 77.91563383115037,27.20467755377005 78.05681770269854
27.179493695020877 78.03634969534285,,,,27.179124512059605 78.03965816939294,27.203142226889383 77.9418728518795
27.099459027798435 78.00773198856069,,,,27.207630645047388 77.92421723350202,27.224733632517708 78.00978000087149
27.125780958356522 78.04754723666312,,,,27.178065006948543 77.99066711796031,27.114828499752235 78.00828060489539
27.197363712396275 78.00635910302542,,,,27.133798242085327 78.00502799470624,27.133780206477745 77.98320903524262
27.18364551910026 77.97516910070954,,,,27.17304145583325 77.96915221611691,27.155582636827607 78.05721851791034
27.19033962526728 77.97981072515827,,,,27.171709549668144 77.94994428178738,27.177607269338687 77.98355002635755
27.16386352377453 77.9865716280057,,,,27.162996926894554 77.96994902285074,27.15063081924576 78.03444801105609
27.128839005556177 78.04464616464026,,,,27.203824847124924 77.9622753267651,27.149026340048408 78.02841582897791
27.128354486968444 78.03992798648748,,,,27.18229276569449 77.99264279693146,27.20882651817265 78.02869788419606
27.201549896806743 78.04007510798763,,,,27.247558757835005 78.03279039348118,27.170965399102197 77.98374212332523
27.202991078684214 77.98883282469501,,,,27.157905890956034 78.01101847475708,27.247522129938528 77.9966011972122
27.190341698608933 77.96934464357828,,,,27.234325327993776 77.9647889266429,27.19049845184102 77.9313911284943
27.151699251017828 77.99710430759342,,,,27.203044690849055 77.95194644702181,27.140018719941875 78.06663381600674
27.179252402924615 77.96312879017256,,,,27.149174269929382 78.05973515428283,27.233361188083528 77.95942781787593
27.13891623196629 77.98061868300165,,,,27.215313468864426 77.97924555593441,27.16424806975058 78.03463672415658
27.22146626680372 77.93954297848026,,,,27.161444690143398 78.05888529203409,27.176705549801603 78.0402844646435
27.104570042378644 78.0164452755622,,,,27.218763446108287 78.0191585079585,27.223954866721723 77.99936302316966
27.238004576500124 77.94528375370201,,,,27.178037632607534 78.05829424886696,27.190488207672317 78.04527915534088
27.236108925664087 77.91788341743748,,,,27.23532268714018 77.91975915233824,27.18425274387752 77.92824807842425
27.15043592839172 78.06873678975856,,,,27.165143124843716 78.04106060073407,27.234856543297123 77.89218787957518
27.245468182965507 77.97001747643387,,,,27.178112253111383 77.95920901373299,27.149395005101844 78.00725226710877
27.19423326601848 78.05257015291134,,,,27.182757067661555 77.98217310629887,27.15021428420794 77.98409890652101
27.21491863268291 78.05570635314274,,,,27.152982390363043 78.02692636080766,27.216211937093124 78.02462704758156
27.156776634746134 78.04097238932046,,,,27.124486303483582 78.04214081448487,27.221889074394717 77.95067366237521
27.174417812814323 77.95815932243893,,,,27.144610363966514 78.0628954043675,27.219584345288713 77.99768726816893
27.192742245789248 78.05300628088575,,,,27.136260204625316 78.05260318921582,27.233016202032697 77.99605724837606
27.173507670612594 78.02544855938514,,,,27.22413324307678 78.0169937192785,27.220344023617425 77.93971679743856
27.174265159327792 77.96658906231205,,,,27.175487688898528 77.99220228197021,27.163832147438907 77.99138704956364
27.14483606792097 78.07592717136194,,,,27.158765396369358 77.95966833608827,27.22633286740126 77.97098240035113
27.23234869579557 77.93295830575,,,,27.16145116869766 77.9941329570025,27.19687807756177 77.9380664139635
27.219046952749224 78.00889593134174,,,,27.133532770624086 78.02519386885997,27.223446959034526 77.9182893795058
27.183368163214723 77.94485859296985,,,,27.18661510268312 77.92565586472544,27.20147357154849 78.01989330450674
27.23347640626402 77.90722052371206,,,,27.162281414371954 78.0637087387033,27.25228819130169 78.03561759988685
27.197560501462572 77.94623539092127,,,,27.17500803315287 77.98573947044633,27.20592814268382 78.00369790548608
27.17399819846772 77.9566569084531,,,,27.138936122952423 78.01628418073662,27.2288754521076 77.95235208362928
27.151228169347718 77.97948075458667,,,,27.17979927787471 77.97556620566834,27.13855344500584 78.06908143106867
27.240482451704654 77.93648120303789,,,,27.199477567540804 78.02592460565042,27.128854131119514 78.02407039515785
27.242724655476543 77.99408831860896,,,,27.236720854554314 77.90820553628666,27.229454422754156 77.98864534449952
27.235325440066042 77.92034170319984,,,,27.196192641694523 77.95004293465661,27.173713672040137 77.9905943055396
27.23221668179119 77.92238672258557,,,,27.227659157288 77.89506561710007,27.24536586225042 77.96823966218467
27.20039713098073 78.01142790148215,,,,27.14988136681438 78.07114964300838,27.187039391691425 78.011843287214
27.184885380890687 77.99335885310074,,,,27.174528110013526 78.0385698829223,27.218866907265255 77.98092832038598
27.163226603533186 77.99267193997993,,,,27.230544212119547 77.97828143073916,27.236806141821504 78.00733053677567
27.244126704917406 78.03709583166093,,,,27.230711918762356 77.98648386637085,27.186759688192737 77.9887925654823
27.15523703782949 77.97711230539093,,,,27.207414322554797 78.00038894808971,27.154146635402814 78.04382106160105
27.131123186744066 78.05698225083431,,,,27.166673405688314 77.97925231652671,27.16950184594322 77.96372314953364
27.24826448667636 78.0036764241002,,,,27.21032861560548 77.98989773540555,27.237027008203036 77.901785194908
27.143901741181395 77.96987894391094,,,,27.225790158002315 77.90093199736158,27.175687351078007 78.04944649315881
27.19441962477493 77.98434012641599,,,,27.104117257801388 78.00501707655165,27.175454715847582 78.01538659932936
27.207423667195723 77.94273150961182,,,,27.206552479186588 78.02903397307222,27.14293025303269 77.97672285386818
27.16531306889621 77.97152238445936,,,,27.1660711305225 77.98717395146144,27.235437441453087 78.0136802283708
27.236285332458497 78.05332878717351,,,,27.233164256501357 77.9463454049402,27.24625939755228 78.01437487567881
27.220389675147207 77.987342638858,,,,27.111966211346363 78.02213218387892,27.161031970101334 77.9810705829913
27.16369831667173 78.03011150499515,,,,27.18420143119794 77.96477953234375,27.159046241472623 78.02198248989058
27.182579202274113 77.95451899001444,,,,27.178662890217385 78.00955296358063,27.15591847741238 78.04456606321511
27.137940449759718 78.06574299531248,,,,27.187087487348723 78.01821159679409,27.214304681919508 77.95888903518409
27.249744722425127 78.03712685254744,,,,27.15426381973514 77.99243638658847,27.19447850182545 78.06628695622985
27.213722965190048 77.99083269053068,,,,27.207091584302002 77.91486323131267,27.220376272225266 77.90180554502476
27.233902444541332 78.04887941850207,,,,27.166320709652062 78.0099803088325,27.180578914624775 78.00645227023634
27.247516714189842 78.0227763554498,,,,27.191527696676022 78.05874678841369,27.1698605810394 78.04984479653625
27.20043255317489 77.93359244707418,,,,27.2424696299713 77.9504691537994,27.148091502729677 77.96467367826703
27.15960708695924 77.97356934124319,,,,27.215282438561484 77.97405655637378,27.180756411103456 78.0277833889221
27.165883455189768 78.0536610295517,,,,27.208556390284638 77.92496161867633,27.228958924988454 78.01049050029535
27.20840871686948 77.9487864257853,,,,27.21837823325086 78.02331092429189,27.23533074227447 77.98468415699853
27.221929300246046 78.05369380342331,,,,27.205427276310942 77.93523140670412,27.152035369512344 78.07181092683632
27.221806047627616 77.99634479614666,,,,27.143111719202135 78.01199773454411,27.21379724987208 77.91487126420341
27.216006239508538 77.9061277132586,,,,27.101658642248296 78.00980112589006,27.129420298893763 77.99862169289254
27.143803140095336 78.0460942165345,,,,27.23756391460064 77.91298717838403,27.239275667992924 78.04792722818244
27.105440890953826 78.0007499358698,,,,27.222280683997656 78.03749374989334,27.20726715475197 77.94263004677127
27.154188952798165 77.96341787519184,,,,27.19533160591633 78.00920076257393,27.231984077444444 77.91769235902585
27.186349025209687 78.02975551224107,,,,27.231412234731277 77.92842611932501,27.161506470848646 78.0716514582647
27.156429743649845 78.06074873458611,,,,27.235745275030506 78.00739176128685,27.160766570373287 78.04794712126517
27.178749154919597 78.03043627155175,,,,27.222621601379462 78.05233855102264,27.163389269590287 77.982375022547
27.18464929677163 78.02785481707728,,,,27.187699920585928 78.06659431625704,27.198636190267468 77.95383475123934
27.207921283414244 78.05063953755801,,,,27.237526406137466 77.97560427315538,27.14148855358997 78.00747191007041
27.17228212479238 77.94119025012115,,,,27.19511083866342 77.94990342000949,27.218068378111937 77.99660730926426
27.11801200819769 78.01593145113051,,,,27.18685932877554 77.94878231786716,27.169139001007647 78.02046540001734
27.227894904201353 77.89696527505966,,,,27.240522053657394 77.9250826557751,27.228766822422628 77.89791111964686
27.234796291483725 77.9155872423692,,,,27.168820009044957 77.98478041227949,27.2414088756059 77.97901291330761
27.22502857008334 78.03124241599592,,,,27.222493467438074 77.97615646987774,27.166092042928287 78.03940793953497
27.19598513349933 78.04485368489618,,,,27.14372886829016 77.9874456258607,27.221190935961207 77.94519616374508
27.178550003923775 78.04891564957961,,,,27.234906425940355 78.03297648141998,27.244724862192502 77.97528096796074
27.194339718346054 77.96658448847913,,,,27.19499192484904 78.0541765318682,27.214548686445443 78.04132335251225
27.224712202953853 77.92309504525652,,,,27.20627717607915 77.93432023845372,27.20322814862552 77.93335073946758
27.144652913692966 77.97055865776791,,,,27.192769303216743 77.96313320310763,27.2128353931528 78.05200757927739
27.236761641692024 77.9461216929993,,,,27.228222793706873 78.03122613465193,27.170160217539774 78.01949868465621
27.124380805657253 78.03036776848313,,,,27.217834044475985 77.9162544042737,27.20376738005485 78.00444045211333
27.197563832727436 77.94183700808682,,,,27.147698431965456 77.98238020489292,27.25085675147524 78.04360549548534
27.229039962238726 77.99624442415906,,,,27.13654177370303 78.01032998123212,27.1739067634885 77.96244676991971
27.20630692072132 77.96319741176671,,,,27.22681390471129 77.90328646781984,27.128074324139675 78.03177011497215
27.241374120830844 78.04271256049249,,,,27.235504674850375 77.9906193176345,27.23654856529007 77.9424447448409
27.17926022005896 78.06825862022369,,,,27.11208204827224 78.01337905514548,27.16663989646085 78.02682443395744
27.236121452932576 78.05198085302479,,,,27.185089342873503 77.95687552636593,27.145687793060304 77.97391539768718
27.111451512939738 78.01240339271067,,,,27.16595805602348 78.00618436855763,27.20178058280439 78.00688407803209
