Murder and Assault,Kidnapping and Abduction,Sexual Assault,Theft and Burglary,Riots,Accident Prone Areas
,,,26.988010189547296 75.75813024986712,,
,,,26.80317870653001 75.7887997954054,,
,,,26.895843086025526 75.87719892040877,,
,,,26.801017744804177 75.8270287469435,,
,,,26.86689208399384 75.92158372828078,,
,,,26.771905954641593 75.84585251961619,,
,,,26.795822878542833 75.84889188904911,,
,,,26.850730437552002 75.7784735601267,,
,,,26.89442489229374 75.8512498326883,,
,,,26.914944890947783 75.80529208236192,,
,,,26.910069346957403 75.74225989754258,,
,,,26.917264794905805 75.88676196950495,,
,,,26.92204224219406 75.65043268374289,,
,,,26.84599946357606 75.75842962467236,,
,,,26.891139897569676 75.67563785342753,,
,,,26.926913991851844 75.79518375587448,,
,,,26.872937667371577 75.9098484590809,,
,,,27.01957789423743 75.78403780129304,,
,,,26.928940334286114 75.66649596840989,,
,,,26.91353046784861 75.73358471429151,,
,,,26.891151615970728 75.75181139823239,,
,,,26.98499547842325 75.74826903567548,,
,,,26.846064333377864 75.90745147755132,,
,,,26.855532655417093 75.7266062286229,,
,,,26.839734351315634 75.8227605737052,,
,,,26.897478203213762 75.86012395832046,,
,,,26.88057571408753 75.73717509529394,,
,,,26.75613422856742 75.85519682642895,,
,,,26.898999289414416 75.87392791536247,,
,,,26.94337721782431 75.79246304049437,,
,,,26.957922552778506 75.7103647495951,,
,,,26.916808582192626 75.81469610444361,,
,,,26.83364133492888 75.78956212217602,,
,,,26.805102526049293 75.88082544894554,,
,,,26.799295687899228 75.88746460182806,,
,,,26.885344790269826 75.77936602573524,,
,,,26.760899410910007 75.84802243908169,,
,,,26.99116680131443 75.77819652707083,,
,,,26.978046294475305 75.74290718631853,,
,,,26.82751032749376 75.77069734352769,,
,,,26.80249450350092 75.77781130685169,,
,,,26.861862601674584 75.81903780029167,,
,,,26.890832134474955 75.84317227237466,,
,,,26.95329861608468 75.7398818226154,,
,,,26.783437127610608 75.82971872395537,,
,,,26.948054006174853 75.70785536281679,,
,,,26.948944094116676 75.80737012803318,,
,,,26.95961476750951 75.74916101987334,,
,,,26.917067959027907 75.85046323803951,,
,,,26.92060626440029 75.7540329445149,,
,,,26.77483632938219 75.84488149369963,,
,,,26.897731084076604 75.90436470563537,,
,,,26.838975949260675 75.78460100306528,,
,,,26.83515087404522 75.85850955353044,,
,,,26.895536152323764 75.85800346279862,,
,,,26.85603787907315 75.91579879349368,,
,,,26.95491545922709 75.7878871744542,,
,,,26.91215351791102 75.65477653309053,,
,,,26.89734271753698 75.88436910198111,,
,,,26.881848820875216 75.83115630275212,,
,,,26.93602456421957 75.8220123262073,,
,,,26.828206986880065 75.75117422345001,,
,,,26.876457200509865 75.93022190928001,,
,,,26.912103572888896 75.8171596097669,,
,,,26.932041723881078 75.74496652466333,,
,,,26.841167933232516 75.82977863196042,,
,,,26.917632827201015 75.69342416144843,,
,,,26.918383521753587 75.65602619695244,,
,,,26.94961929645409 75.86576251952322,,
,,,26.819825608360027 75.87819177532782,,
,,,26.94584349804865 75.85511190310963,,
,,,26.923216084707104 75.73253841500761,,
,,,26.993833291058642 75.80650845694393,,
,,,26.780761747661018 75.8407061595241,,
,,,26.832054342903813 75.8866031690161,,
,,,26.86856729069276 75.74195924010156,,
,,,26.797683356274565 75.86074946531288,,
,,,26.980689744856523 75.80438452881634,,
,,,26.949310464600902 75.76897431338506,,
,,,26.96562610661129 75.73733424279524,,
,,,26.872712998530005 75.83372185342922,,
,,,26.93820448793778 75.73628770587055,,
,,,26.79360543915126 75.7951235511004,,
,,,26.81190250221604 75.81435633736301,,
,,,26.880426411275682 75.88123149621887,,
,,,26.915699456803566 75.64595964799483,,
,,,26.95398850355004 75.83770121137148,,
,,,26.858118403282965 75.87592977209715,,
,,,26.899571628001617 75.8361794774148,,
,,,26.811469392426904 75.77013759838141,,
,,,26.873861190580566 75.83866700966273,,
,,,26.85530414167568 75.8744708717111,,
,,,26.92729859665369 75.85594018852755,,
,,,26.89012411725372 75.85378180374741,,
,,,26.90320675054918 75.82009407703126,,
,,,26.784416322082528 75.82978996616849,,
,,,26.952260078099076 75.70994432735847,,
,,,26.856359530753732 75.87087191519646,,
,,,26.940237344074315 75.81549781846476,,
,,,26.923519977546093 75.76231495378133,,
,,,26.9608058792033 75.7751701960059,,
,,,26.857864786242608 75.82986859627333,,
,,,26.940910229203176 75.80917006552936,,
,,,26.93867282595867 75.72636643589668,,
,,,26.939994556578306 75.85302432796496,,
,,,26.882796362110252 75.79790317890883,,
,,,26.94036667932513 75.77960172952817,,
,,,26.87184871057503 75.87131173823434,,
,,,26.820437853760385 75.868966079702,,
,,,26.853664981113347 75.79722882889065,,
,,,26.8651087123118 75.7707243709962,,
,,,26.955553809163714 75.80788057173507,,
,,,26.894876546057617 75.8559593317973,,
,,,26.981945392788838 75.76002033194983,,
,,,26.802031859354496 75.81076736364348,,
,,,26.965729233688215 75.74074455262571,,
,,,26.9327661002164 75.79024872018199,,
,,,26.82479067203832 75.7578035369542,,
,,,26.888756503741334 75.8691365262483,,
,,,26.905606183511942 75.75784239888847,,
,,,26.859250664565277 75.84240428526583,,
,,,26.94853784040315 75.71577399057605,,
,,,26.905627715026778 75.9217689252429,,
,,,26.949471781517094 75.719831824817,,
,,,26.924970057722017 75.87093208075818,,
,,,26.92433533745569 75.72119914423317,,
,,,26.850620387768956 75.7547740479109,,
,,,26.92173161358789 75.76534377170786,,
,,,26.981683300973504 75.757977922126,,
,,,26.868447875156104 75.8204986174675,,
,,,26.85860746458641 75.8861563915968,,
,,,27.002146514024876 75.80449623157664,,
,,,26.836742309727885 75.90286120185202,,
,,,27.000173185799394 75.77768599358089,,
,,,26.833011427267014 75.86122841232962,,
,,,26.87600162887165 75.83078891225408,,
,,,26.811543328094928 75.8947970426676,,
,,,26.796849302940295 75.87637617148717,,
,,,26.840931541351964 75.85784290778089,,
,,,26.97194597539806 75.77558208914324,,
,,,26.838496045264424 75.85455406051324,,
,,,26.834621594923664 75.75622129477777,,
,,,26.79247694262894 75.86143076009596,,
,,,26.862309299599445 75.72766573872647,,
,,,26.92296484272019 75.6518869216657,,
,,,26.816549619917776 75.84336702965243,,
,,,26.881374712779877 75.70502472083584,,
,,,26.929628582031274 75.69713586871202,,
,,,26.86363599402448 75.85994942708867,,
,,,26.904885097143953 75.6829783206269,,
,,,26.81298186343391 75.81712256905861,,
,,,26.864292622263918 75.76229532365791,,
,,,26.955774841460883 75.76951483953276,,
,,,26.890972688040645 75.8087736000697,,
,,,26.813098633856537 75.79295251935571,,
,,,26.852181175029767 75.89850280982358,,
,,,26.835195358411088 75.78961138899993,,
,,,26.89071898009638 75.79778611419854,,
,,,26.964891586688264 75.71742803355576,,
,,,26.912632444503245 75.8361534413902,,
,,,26.84129907178065 75.89283458495095,,
,,,26.94132298905581 75.70645292438451,,
,,,26.94040031538061 75.80225441201603,,
,,,27.00480088144384 75.75695099538194,,
,,,26.958033631537624 75.82294091944418,,
,,,26.909715352284465 75.70753951483884,,
,,,26.897767704584048 75.7920400572268,,
,,,26.871859919503287 75.70663421902522,,
,,,26.90915139202286 75.90733941261398,,
,,,26.865190869083587 75.80223994848711,,
,,,26.924666642850358 75.85338109141543,,
,,,26.925926517903275 75.89407972477561,,
,,,26.929781414113275 75.77037522174975,,
,,,26.881762822797906 75.69299142590714,,
,,,26.943992147400976 75.79486670112783,,
,,,26.92685766690008 75.73524276720293,,
,,,26.91660453120924 75.86357312651026,,
,,,26.902860999980113 75.91459092353529,,
,,,26.91116642270238 75.73473562583516,,
,,,26.851823976905532 75.78558707582626,,
,,,26.994022363972984 75.8027593309928,,
,,,26.969208585008754 75.77669982834861,,
,,,26.98731818155966 75.75669697894968,,
,,,26.90315432835605 75.75865888112916,,
,,,26.97229802900847 75.7431461097003,,
,,,26.884080539912855 75.91816935355111,,
,,,26.80751412304328 75.80860776789723,,
,,,26.909415718648372 75.81483942646801,,
,,,26.887806459612523 75.94085157478914,,
,,,26.990426237449185 75.77307926107954,,
,,,26.904938675491948 75.78753832368645,,
,,,26.882704008719962 75.68974515229361,,
,,,26.913214858284128 75.69317624093237,,
,,,26.9957625492045 75.80695700161534,,
,,,26.904011727763457 75.88091837626861,,
,,,26.814334882593247 75.80418763320988,,
,,,26.97688673465737 75.73304268187225,,
,,,26.952252507404758 75.75166526662152,,
,,,26.95767243140137 75.76350621327562,,
,,,26.87615881046594 75.92592814751983,,
,,,26.903210487482617 75.68965155392023,,
,,,26.88000458051292 75.79895148357105,,
,,,27.005917784796868 75.77994996866364,,
,,,26.971074284858492 75.73025294055388,,
,,,26.95199952897149 75.7185781627012,,
,,,26.807700266019957 75.8684473314466,,
,,,26.889824175518157 75.91415049652882,,
,,,26.9899118875879 75.81719628248803,,
,,,26.820120445879706 75.83531597971152,,
,,,26.753332715563495 75.84913067236539,,
,,,26.883485238439558 75.89735737477321,,
,,,26.85316307307995 75.88186565799187,,
,,,26.87475077709961 75.90156629255061,,
,,,27.00877388147552 75.78937517729103,,
,,,26.893820760918974 75.78967356978875,,
,,,26.85163218809412 75.79261666564496,,
,,,26.777329811134397 75.83389535542067,,
,,,26.83600126527389 75.74376736317924,,
,,,26.95956335604852 75.79621093676744,,
,,,26.798924913024674 75.85715384751099,,
,,,26.807336262343927 75.85324845199044,,
,,,26.91825841362251 75.83637055213609,,
,,,26.883757978823667 75.8741558584549,,
,,,26.957039903053598 75.83641673390491,,
,,,26.97201062298749 75.82008434537481,,
,,,26.96057767350486 75.81109484000663,,
,,,26.78746457640256 75.86398838706627,,
,,,26.885983682398766 75.8104949370681,,
,,,26.88702667990107 75.69799445714348,,
,,,26.95394140284258 75.81097960061747,,
,,,26.929766949948743 75.89041306882368,,
,,,26.973823006589004 75.75712394689796,,
,,,26.995189126525567 75.77928509526343,,
,,,26.84896371408759 75.83955069948867,,
,,,26.815220833235553 75.88093615264013,,
,,,26.83096344056172 75.76250226023342,,
,,,26.85802651518258 75.89451294154203,,
,,,26.854151451801112 75.88714940940953,,
,,,26.999978008145483 75.78899668682219,,
,,,26.922179098719024 75.67008749791216,,
,,,26.907759474549117 75.83481257403714,,
,,,26.928813337807675 75.71677116954031,,
,,,26.97999486449682 75.74378332239469,,
,,,26.891702556373744 75.87646248221718,,
,,,26.960727825225057 75.75804375009385,,
,,,26.931504658973846 75.78294549411987,,
,,,26.888108427230847 75.94027242335494,,
,,,26.845230013613488 75.81618486362142,,
,,,26.811650898806693 75.81968281616913,,
,,,26.788646833148434 75.82665932590749,,
,,,26.875173464201172 75.76874280990528,,
,,,26.929193281988212 75.80051065681879,,
,,,26.9282100602021 75.79869670301014,,
,,,26.890860366094657 75.70530073495985,,
,,,26.87887992107996 75.74463772394857,,
,,,26.902203077453937 75.69272096709764,,
,,,26.84842218261015 75.89045993604007,,
,,,26.963410043711164 75.80533443406085,,
,,,26.97767319168834 75.82037627854157,,
,,,26.932002141139247 75.69086616051352,,
,,,26.938695682121335 75.74954160554529,,
,,,26.77929564036844 75.80733023009736,,
,,,26.8834638873076 75.92143119531146,,
,,,26.845460673540302 75.74529598898503,,
,,,26.882606969801795 75.92709415001599,,
,,,26.91778694258432 75.66149714669194,,
,,,26.91880816919401 75.76957090519508,,
,,,26.8607743582898 75.8141319693731,,
,,,26.933386322475087 75.85818046596297,,
,,,26.87516805555493 75.81020324451464,,
,,,26.980269739836707 75.78119681774699,,
,,,26.90581223096654 75.72662799568167,,
,,,26.94970885321773 75.73232615839878,,
,,,26.978283989914633 75.72866503879315,,
,,,26.857868741450893 75.73957861407833,,
,,,26.85290606754027 75.7630471549759,,
,,,26.918960701948325 75.68343086017128,,
,,,26.960772902233174 75.72083001325673,,
,,,26.956775908433038 75.79287220477946,,
,,,26.901986592219988 75.71175254472529,,
,,,26.781602581561554 75.8669920205359,,
,,,26.87035841701127 75.76170135385165,,
,,,27.007675544581595 75.79023241093041,,
,,,26.86930894336988 75.92009285323836,,
,,,26.841190564742757 75.8558778660461,,
,,,26.902891123304883 75.73660343505432,,
,,,26.85317181831251 75.73112083924296,,
,,,26.916921990925044 75.8793578108138,,
,,,26.843870551532365 75.79011918458762,,
,,,27.01614708908819 75.77029306266755,,
,,,26.91917217863034 75.77160661622378,,
,,,26.91957890996154 75.8897071886656,,
,,,26.905837175803335 75.68498247305428,,
,,,26.948398331335937 75.80735291450372,,
,,,26.931007970632145 75.72000142477565,,
,,,26.780175299150628 75.85102869679206,,
,,,26.874589668446067 75.86972959586126,,
,,,26.884358777903845 75.75457891671294,,
,,,26.91780334852476 75.76712683956083,,
,,,26.840407377197597 75.8987710824041,,
,,,26.841618349140838 75.82567318679716,,
,,,26.898981492945385 75.73821605656747,,
,,,27.000164770780028 75.77684649654803,,
,,,26.879616682211573 75.82467172096023,,
,,,26.907595521599333 75.82896446156221,,
,,,26.96877307373511 75.81621603101247,,
,,,26.83683784365887 75.89286627199381,,
,,,26.92288946861733 75.66751528945846,,
,,,26.846673529402025 75.90302131136018,,
,,,26.92379939155085 75.77307875187469,,
,,,26.87235088857394 75.7778140030018,,
,,,26.870475547868814 75.91815022948998,,
,,,26.91711254194112 75.76319442606899,,
,,,26.929946459392713 75.75905947223752,,
,,,26.87735958488863 75.93405587583968,,
,,,26.905161120555505 75.8020273990373,,
,,,26.921557479433158 75.8310384389137,,
,,,26.842139126193725 75.89534250632383,,
,,,26.926476573161715 75.84504670995668,,
,,,26.816994979944546 75.78289565503265,,
,,,26.828458877038567 75.83146531969217,,
,,,26.9460499048768 75.7690392343499,,
,,,26.946442140153962 75.83194661996485,,
,,,26.95931720646151 75.8128336422348,,
,,,26.859396721178598 75.79916034949468,,
,,,26.836358987462315 75.89618456120854,,
,,,26.855174653551135 75.88978092525197,,
,,,26.95744133137552 75.71467642940146,,
,,,26.949189206989672 75.7233700363805,,
,,,26.84819067826438 75.7498982682315,,
,,,26.783141363523992 75.82485079191797,,
,,,26.813757594069674 75.8807945129053,,
,,,26.988099272481197 75.74218690812835,,
,,,26.83753324598569 75.84008880795149,,
,,,26.830911757407115 75.90532398689739,,
,,,26.948300015392313 75.71582188615014,,
,,,26.938512289459155 75.85646432626505,,
,,,26.98218667418295 75.80505074513769,,
,,,26.89977157472604 75.83147042264476,,
,,,26.853226735160902 75.891673416133,,
,,,27.022120518249157 75.77964269526382,,
,,,26.957791898592074 75.69906580153396,,
,,,26.7466229234031 75.84196807442767,,
,,,26.938975281828128 75.70276163792803,,
,,,26.959491932816658 75.85144605871996,,
,,,26.989247696173706 75.7750545955824,,
,,,26.84405929781343 75.72747780268067,,
,,,26.872710058588677 75.74421975081371,,
,,,26.82326871227181 75.76906037587057,,
,,,26.80035667266813 75.84424517229222,,
,,,26.976712387918138 75.81254879769412,,
,,,26.91512986948474 75.82033333766891,,
,,,26.947191806147895 75.85533531525928,,
,,,26.912271432423697 75.79798241810182,,
,,,26.949398775796244 75.68872623960425,,
,,,26.81544717553198 75.85734802975901,,
,,,26.911508574618964 75.80628044431226,,
,,,26.894212880166673 75.75087147389632,,
,,,26.85259770847282 75.74618665462117,,
,,,26.908785051393007 75.88398133657167,,
,,,26.909303607690227 75.77161066047864,,
,,,26.980484017238943 75.77218396291285,,
,,,26.967531625816765 75.844100150089,,
,,,26.887477577505756 75.86055221459908,,
,,,26.88651516185095 75.92586938693033,,
,,,26.933728200792192 75.81517725053091,,
,,,26.894303044753563 75.76844343437656,,
,,,26.90798949045944 75.87861099326793,,
,,,26.920941002091855 75.8491355028702,,
,,,26.822205613124222 75.76108675296939,,
,,,26.780679853441118 75.82370764735303,,
,,,26.915219077108215 75.72742377939555,,
,,,26.84025718072109 75.76952923566296,,
,,,26.83506943338785 75.80215350061754,,
,,,26.8243535211439 75.8544389470243,,
,,,26.866623641913897 75.90503408789252,,
,,,26.975522301014202 75.7843906078686,,
,,,26.91665350420067 75.90777485952687,,
,,,26.905329966451575 75.7972615806746,,
,,,26.92359308475324 75.77586555136594,,
,,,26.927525671285476 75.66366143529885,,
,,,26.945729189937254 75.7518126811795,,
,,,26.913398436690475 75.87750261330302,,
,,,26.877079343460245 75.84465746634514,,
,,,26.86346634673506 75.84222354671063,,
,,,26.921592347857857 75.6977271873955,,
,,,26.91011070222406 75.84649935376586,,
,,,26.946927606104676 75.688146807048,,
,,,26.920674441159676 75.72601221326276,,
,,,26.948730052837387 75.79408240591114,,
,,,26.88057561998248 75.92965029656284,,
,,,26.885334515136673 75.83357495074145,,
,,,26.818312797469 75.89954914961372,,
,,,26.913975693601323 75.69901651874592,,
,,,26.86497578512975 75.88996531548625,,
,,,26.90668209670513 75.71115445345042,,
,,,26.956484156188832 75.85137030182028,,
